cell_index	species	dataset_id	sample_id	tissue	cell_type	cell_type_coarse
6413	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601952_CK1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6414	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601952_CK1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6415	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601952_CK1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6416	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601952_CK1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6417	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601952_CK1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6418	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601952_CK1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6419	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601952_CK1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6420	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601952_CK1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6421	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601952_CK1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6422	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601952_CK1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6423	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601952_CK1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6424	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601952_CK1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6425	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601952_CK1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6426	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601952_CK1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6427	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601952_CK1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6428	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601952_CK1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6429	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601952_CK1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6430	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601952_CK1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6431	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601952_CK1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6432	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601952_CK1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6433	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601952_CK1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6434	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601952_CK1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6435	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601952_CK1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6436	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601952_CK1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6437	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601952_CK1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6438	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601952_CK1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6439	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601952_CK1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6440	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601952_CK1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6441	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601952_CK1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6442	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601952_CK1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6443	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601952_CK1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6444	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601952_CK1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6445	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601952_CK1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6446	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601952_CK1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6447	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601952_CK1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6448	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601952_CK1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6449	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601952_CK1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6450	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601953_CK2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6451	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601953_CK2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6452	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601953_CK2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6453	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601953_CK2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6454	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601953_CK2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6455	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601953_CK2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6456	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601953_CK2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6457	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601953_CK2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6458	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601953_CK2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6459	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601953_CK2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6460	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601953_CK2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6461	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601953_CK2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6462	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601953_CK2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6463	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601953_CK2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6464	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601953_CK2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6465	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601953_CK2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6466	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601953_CK2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6467	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601953_CK2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6468	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601953_CK2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6469	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601953_CK2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6470	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601953_CK2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6471	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601953_CK2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6472	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601953_CK2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6473	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601953_CK2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6474	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601953_CK2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6475	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601953_CK2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6476	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601953_CK2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6477	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601953_CK2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6478	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601953_CK2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6479	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601954_CK3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6480	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601954_CK3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6481	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601954_CK3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6482	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601954_CK3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6483	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601954_CK3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6484	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601954_CK3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6485	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601954_CK3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6486	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601954_CK3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6487	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601954_CK3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6488	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601954_CK3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6489	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601954_CK3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6490	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601954_CK3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6491	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601954_CK3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6492	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601954_CK3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6493	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601954_CK3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6494	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601954_CK3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6495	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601954_CK3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6496	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601954_CK3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6497	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601954_CK3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6498	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601954_CK3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6499	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601954_CK3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6500	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601954_CK3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6501	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601954_CK3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6502	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601954_CK3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6503	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601954_CK3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6504	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601954_CK3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6505	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601954_CK3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6506	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601954_CK3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6507	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601954_CK3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6508	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601954_CK3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6509	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601954_CK3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6510	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601954_CK3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6511	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601954_CK3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6512	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601954_CK3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6513	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601954_CK3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6514	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601954_CK3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6515	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601955_LTSS1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6516	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601955_LTSS1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6517	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601955_LTSS1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6518	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601955_LTSS1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6519	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601955_LTSS1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6520	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601955_LTSS1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6521	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601955_LTSS1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6522	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601955_LTSS1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6523	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601955_LTSS1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6524	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601955_LTSS1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6525	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601955_LTSS1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6526	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601955_LTSS1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6527	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601955_LTSS1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6528	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601955_LTSS1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6529	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601955_LTSS1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6530	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601955_LTSS1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6531	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601955_LTSS1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6532	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601955_LTSS1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6533	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601955_LTSS1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6534	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601955_LTSS1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6535	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601955_LTSS1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6536	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601955_LTSS1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6537	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601955_LTSS1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6538	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601955_LTSS1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6539	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601955_LTSS1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6540	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601955_LTSS1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6541	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601955_LTSS1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6542	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601955_LTSS1_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6543	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601956_LTSS2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6544	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601956_LTSS2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6545	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601956_LTSS2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6546	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601956_LTSS2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6547	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601956_LTSS2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6548	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601956_LTSS2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6549	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601956_LTSS2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6550	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601956_LTSS2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6551	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601956_LTSS2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6552	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601956_LTSS2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6553	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601956_LTSS2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6554	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601956_LTSS2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6555	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601956_LTSS2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6556	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601956_LTSS2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6557	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601956_LTSS2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6558	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601956_LTSS2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6559	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601956_LTSS2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6560	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601956_LTSS2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6561	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601956_LTSS2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6562	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601956_LTSS2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6563	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601956_LTSS2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6564	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601956_LTSS2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6565	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601956_LTSS2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6566	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601956_LTSS2_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6567	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601957_LTSS3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6568	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601957_LTSS3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6569	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601957_LTSS3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6570	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601957_LTSS3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6571	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601957_LTSS3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6572	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601957_LTSS3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6573	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601957_LTSS3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6574	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601957_LTSS3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6575	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601957_LTSS3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6576	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601957_LTSS3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6577	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601957_LTSS3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6578	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601957_LTSS3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6579	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601957_LTSS3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6580	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601957_LTSS3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6581	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601957_LTSS3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6582	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601957_LTSS3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6583	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601957_LTSS3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6584	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601957_LTSS3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6585	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601957_LTSS3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6586	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601957_LTSS3_filtered_feature_bc	leaf_salt_stress_idioblast	unannotated	unannotated
6587	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601958_CK1	leaf_salt_stress_idioblast	unannotated	unannotated
6588	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601958_CK1	leaf_salt_stress_idioblast	unannotated	unannotated
6589	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601958_CK1	leaf_salt_stress_idioblast	unannotated	unannotated
6590	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601958_CK1	leaf_salt_stress_idioblast	unannotated	unannotated
6591	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601958_CK1	leaf_salt_stress_idioblast	unannotated	unannotated
6592	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601958_CK1	leaf_salt_stress_idioblast	unannotated	unannotated
6593	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601958_CK1	leaf_salt_stress_idioblast	unannotated	unannotated
6594	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601958_CK1	leaf_salt_stress_idioblast	unannotated	unannotated
6595	Solanum lycopersicum	tomato_salt_idioblast_atlas	GSM9601958_CK1	leaf_salt_stress_idioblast	unannotated	unannotated
