source_gene	target_gene	orthogroup_id	source_species	target_species	mapping_evidence
SbiRTX430.09G069800	AT2G19400	OG0003420	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G069800	AT4G33080	OG0003420	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G070200	AT4G32920	OG0002916	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G070200	AT5G11700	OG0002916	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G070300	AT1G52080	OG0006743	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G070500	AT1G79750	OG0000386	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G070500	AT2G19900	OG0000386	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G070500	AT5G11670	OG0000386	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G070500	AT5G25880	OG0000386	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G070600	AT1G51950	OG0002415	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G070600	AT3G16500	OG0002415	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G070900	AT1G51960	OG0002208	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G070900	AT3G16490	OG0002208	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G071000	AT2G21195	OG0014162	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G071100	AT4G29330	OG0012524	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G072600	AT4G22720	OG0009091	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G072700	AT4G26270	OG0000409	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G072700	AT4G29220	OG0000409	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G072700	AT4G32840	OG0000409	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G072700	AT5G56630	OG0000409	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G072700	AT5G61580	OG0000409	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G072900	AT3G55010	OG0007269	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G073100	AT2G19810	OG0001646	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G073100	AT2G25900	OG0001646	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G073100	AT4G29190	OG0001646	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G073200	AT5G56840	OG0003459	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G073500	AT5G22010	OG0008627	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G073600	AT3G21250	OG0006142	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G073700	AT2G19620	OG0000921	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G073700	AT5G11790	OG0000921	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G073700	AT5G56750	OG0000921	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G073800	AT5G39140	OG0006892	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G073800	AT5G39170	OG0006892	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G073800	AT5G39200	OG0006892	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G073900	AT2G19450	OG0005421	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G074100	AT2G26190	OG0000982	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G074100	AT4G33050	OG0000982	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G074100	AT5G57010	OG0000982	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G074300	AT4G33040	OG0002919	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G074300	AT5G11930	OG0002919	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G074400	AT1G10970	OG0002949	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G074400	AT1G60960	OG0002949	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G074400	AT4G33020	OG0002949	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G074700	AT1G17620	OG0001189	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G074700	AT5G11890	OG0001189	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G074800	AT1G53290	OG0001652	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G074800	AT2G26100	OG0001652	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G074800	AT3G14960	OG0001652	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G075100	AT5G56960	OG0001991	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G075200	AT4G26160	OG0003784	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G075200	AT4G29670	OG0003784	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G075300	AT1G55190	OG0002209	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G075300	AT3G13710	OG0002209	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G075300	AT3G13720	OG0002209	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G075400	AT1G55190	OG0002209	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G075400	AT3G13710	OG0002209	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G075400	AT3G13720	OG0002209	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G075700	AT3G13730	OG0006140	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G075800	AT2G25760	OG0000230	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G075800	AT3G03930	OG0000230	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G075800	AT3G03940	OG0000230	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G075800	AT3G13670	OG0000230	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G075800	AT5G18190	OG0000230	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G076000	AT1G79940	OG0006036	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G076000	AT4G21180	OG0006036	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G076300	AT2G25770	OG0000988	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G076300	AT4G32870	OG0000988	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G076700	AT2G42810	OG0010018	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G076800	AT4G18910	OG0002035	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G076800	AT4G19030	OG0002035	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G077000	AT1G29780	OG0004138	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G077000	AT5G45700	OG0004138	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G077300	AT1G27400	OG0002180	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G077300	AT1G67430	OG0002180	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G077800	AT1G53330	OG0008921	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G077900	AT1G11760	OG0012294	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G078300	AT3G58690	OG0009818	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G078400	AT5G19760	OG0006567	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G078600	AT1G30000	OG0010668	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G078800	AT2G20562	OG0002597	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G078800	AT2G31090	OG0002597	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G079200	AT5G58210	OG0009572	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G080700	AT3G49170	OG0011697	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G080800	AT4G23840	OG0012557	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G081000	AT1G64390	OG0002671	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G081000	AT4G11050	OG0002671	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G081300	AT1G01360	OG0000586	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G081300	AT4G01026	OG0000586	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G081300	AT4G27920	OG0000586	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G081300	AT5G53160	OG0000586	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G081400	AT5G41850	OG0012602	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G081700	AT1G01430	OG0001082	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G081700	AT4G01080	OG0001082	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G081700	AT4G11090	OG0001082	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G081700	AT4G23790	OG0001082	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G082000	AT2G46220	OG0006453	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G082800	AT1G16560	OG0002662	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G083000	AT4G27970	OG0000797	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G083000	AT5G24030	OG0000797	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G083300	AT1G09995	OG0011200	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G083300	AT1G79890	OG0011200	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G083600	AT3G45860	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G083600	AT4G05200	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G083600	AT4G23130	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G083600	AT4G23140	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G083600	AT4G23150	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G083600	AT4G23170	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G083600	AT4G23180	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G083600	AT4G23230	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G083600	AT4G23270	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G083600	AT4G23280	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G083600	AT4G23310	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G083900	AT3G45860	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G083900	AT4G05200	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G083900	AT4G23130	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G083900	AT4G23140	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G083900	AT4G23150	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G083900	AT4G23170	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G083900	AT4G23180	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G083900	AT4G23230	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G083900	AT4G23270	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G083900	AT4G23280	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G083900	AT4G23310	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G084300	AT1G49270	OG0000242	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G084300	AT1G52290	OG0000242	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G084300	AT2G18470	OG0000242	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G084300	AT3G18810	OG0000242	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G084300	AT3G24540	OG0000242	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G084300	AT3G24550	OG0000242	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G084600	AT1G29140	OG0001204	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G084600	AT4G18596	OG0001204	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G084600	AT5G45880	OG0001204	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G084800	AT5G25640	OG0006622	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G084900	AT5G11500	OG0005813	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G085000	AT1G51500	OG0004213	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G085000	AT3G21090	OG0004213	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G085500	AT1G18210	OG0001548	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G085500	AT1G66400	OG0001548	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G085500	AT1G73630	OG0001548	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G085500	AT5G37770	OG0001548	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G085600	AT4G32730	OG0002389	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G085600	AT5G11510	OG0002389	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G085700	AT4G19020	OG0010717	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G085800	AT5G25760	OG0006615	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G085900	AT4G28950	OG0006880	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G086000	AT4G28940	OG0003414	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G086100	AT2G16120	OG0001028	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G086100	AT2G16130	OG0001028	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G086100	AT3G18830	OG0001028	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G086200	AT2G20100	OG0002251	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G086200	AT4G29100	OG0002251	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G086600	AT5G11560	OG0008719	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G086900	AT4G29080	OG0004256	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G087200	AT1G67280	OG0007030	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G087400	AT3G10840	OG0010905	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G087500	AT4G19985	OG0012465	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G087600	AT2G25810	OG0008603	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G087900	AT1G53023	OG0000503	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G087900	AT1G53025	OG0000503	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G087900	AT3G15355	OG0000503	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G088200	AT5G47570	OG0007076	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G088400	AT5G44635	OG0009581	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G088600	AT5G49880	OG0009569	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G088900	AT1G64450	OG0003771	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G088900	AT4G23930	OG0003771	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G089000	AT3G61790	OG0000840	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G089000	AT4G27880	OG0000840	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G089000	AT5G53360	OG0000840	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G089200	AT1G24400	OG0000276	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G089200	AT1G48640	OG0000276	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G089200	AT1G61270	OG0000276	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G089200	AT1G67640	OG0000276	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G089200	AT3G01760	OG0000276	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G089200	AT5G40780	OG0000276	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G089300	AT1G68910	OG0002377	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G089300	AT5G11390	OG0002377	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G089400	AT1G01260	OG0003604	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G089400	AT2G46510	OG0003604	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G089500	AT5G46110	OG0004333	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G089900	AT4G09100	OG0005791	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G090000	AT4G08267	OG0001016	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G090100	AT4G19400	OG0012528	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G090400	AT1G03700	OG0004087	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G090400	AT4G03540	OG0004087	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G090500	AT3G17630	OG0000659	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G090500	AT4G23700	OG0000659	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G090500	AT5G41610	OG0000659	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G090600	AT5G20165	OG0007538	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G091400	AT1G07410	OG0000889	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G091400	AT3G46830	OG0000889	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G091400	AT5G59150	OG0000889	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G091800	AT2G35780	OG0004008	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G091800	AT3G07990	OG0004008	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G092300	AT1G30810	OG0002132	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G092300	AT2G34880	OG0002132	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G092300	AT4G20400	OG0002132	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G094500	AT3G43230	OG0006420	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G094700	AT2G40740	OG0004435	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.09G094700	AT3G56390	OG0004435	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
